data,ITH31,ITH32,ITH33,ITH34,ITH35,ITH36,ITH37
2020-02-25,,,,1.0,7.0,30.0,
2020-02-26,,,,2.0,8.0,40.0,
2020-02-27,,3.0,,22.0,14.0,59.0,
2020-02-28,,3.0,,23.0,15.0,68.0,
2020-02-29,,3.0,,35.0,19.0,81.0,
2020-03-01,2.0,3.0,,43.0,24.0,105.0,
2020-03-02,8.0,3.0,3.0,72.0,48.0,135.0,
2020-03-03,17.0,5.0,5.0,82.0,48.0,144.0,1.0
2020-03-04,21.0,10.0,7.0,86.0,59.0,162.0,4.0
2020-03-05,25.0,19.0,7.0,89.0,73.0,175.0,5.0
2020-03-06,42.0,24.0,7.0,103.0,85.0,198.0,5.0
2020-03-07,52.0,37.0,11.0,110.0,100.0,216.0,5.0
2020-03-08,63.0,50.0,23.0,126.0,126.0,255.0,5.0
2020-03-09,73.0,53.0,29.0,136.0,130.0,273.0,7.0
2020-03-10,96.0,73.0,29.0,158.0,152.0,296.0,10.0
2020-03-11,110.0,92.0,30.0,185.0,179.0,373.0,14.0
2020-03-12,150.0,122.0,48.0,279.0,205.0,439.0,13.0
2020-03-13,210.0,141.0,59.0,327.0,248.0,523.0,16.0
2020-03-14,275.0,164.0,78.0,376.0,282.0,611.0,27.0
2020-03-15,335.0,235.0,82.0,413.0,328.0,658.0,27.0
2020-03-16,425.0,287.0,101.0,452.0,356.0,715.0,27.0
2020-03-17,481.0,325.0,109.0,502.0,378.0,781.0,28.0
2020-03-18,626.0,393.0,140.0,591.0,426.0,882.0,33.0
2020-03-19,686.0,424.0,150.0,637.0,475.0,924.0,52.0
2020-03-20,784.0,518.0,195.0,719.0,574.0,1026.0,67.0
2020-03-21,954.0,572.0,212.0,806.0,666.0,1155.0,68.0
2020-03-22,1046.0,631.0,226.0,935.0,732.0,1277.0,76.0
2020-03-23,1099.0,691.0,254.0,999.0,799.0,1371.0,80.0
2020-03-24,1228.0,744.0,273.0,1091.0,837.0,1464.0,82.0
2020-03-25,1304.0,824.0,298.0,1177.0,874.0,1636.0,87.0
2020-03-26,1402.0,899.0,313.0,1254.0,920.0,1777.0,110.0
2020-03-27,1645.0,966.0,329.0,1310.0,955.0,1891.0,122.0
2020-03-28,1754.0,1036.0,367.0,1359.0,1019.0,2009.0,122.0
2020-03-29,1876.0,1104.0,396.0,1402.0,1067.0,2124.0,125.0
2020-03-30,1982.0,1168.0,423.0,1449.0,1107.0,2188.0,131.0
2020-03-31,2112.0,1242.0,430.0,1522.0,1170.0,2264.0,136.0
2020-04-01,2287.0,1327.0,460.0,1554.0,1231.0,2368.0,140.0
2020-04-02,2405.0,1434.0,487.0,1606.0,1293.0,2489.0,152.0
2020-04-03,2488.0,1514.0,499.0,1657.0,1321.0,2553.0,180.0
2020-04-04,2547.0,1608.0,522.0,1687.0,1362.0,2632.0,184.0
2020-04-05,2688.0,1647.0,538.0,1712.0,1425.0,2744.0,186.0
2020-04-06,2755.0,1704.0,558.0,1726.0,1487.0,2863.0,203.0
2020-04-07,2856.0,1734.0,577.0,1738.0,1543.0,2965.0,218.0
2020-04-08,2920.0,1782.0,602.0,1863.0,1630.0,3056.0,232.0
2020-04-09,3049.0,1885.0,620.0,1906.0,1751.0,3134.0,249.0
2020-04-10,3257.0,1953.0,649.0,1944.0,1780.0,3206.0,271.0
2020-04-11,3402.0,2009.0,653.0,1973.0,1883.0,3250.0,274.0
2020-04-12,3495.0,2055.0,664.0,1983.0,1957.0,3310.0,280.0
2020-04-13,3547.0,2080.0,686.0,1983.0,1983.0,3354.0,280.0
2020-04-14,3572.0,2089.0,698.0,2032.0,2008.0,3407.0,287.0
2020-04-15,3649.0,2136.0,723.0,2033.0,2013.0,3450.0,291.0
2020-04-16,3730.0,2170.0,755.0,2135.0,2036.0,3537.0,297.0
2020-04-17,3805.0,2200.0,807.0,2237.0,2096.0,3591.0,301.0
2020-04-18,3880.0,2296.0,835.0,2300.0,2116.0,3633.0,306.0
2020-04-19,3974.0,2339.0,856.0,2315.0,2143.0,3667.0,306.0
2020-04-20,3998.0,2379.0,904.0,2325.0,2177.0,3693.0,307.0
2020-04-21,4070.0,2390.0,967.0,2351.0,2191.0,3721.0,369.0
2020-04-22,4164.0,2433.0,979.0,2386.0,2279.0,3751.0,400.0
2020-04-23,4222.0,2454.0,987.0,2395.0,2308.0,3769.0,403.0
2020-04-24,4398.0,2483.0,1042.0,2420.0,2340.0,3794.0,413.0
2020-04-25,4473.0,2536.0,1047.0,2439.0,2342.0,3802.0,416.0
2020-04-26,4492.0,2554.0,1050.0,2453.0,2347.0,3818.0,417.0
2020-04-27,4526.0,2571.0,1060.0,2476.0,2366.0,3827.0,422.0
2020-04-28,4556.0,2596.0,1061.0,2483.0,2418.0,3836.0,424.0
2020-04-29,4627.0,2616.0,1084.0,2487.0,2425.0,3836.0,426.0
2020-04-30,4666.0,2644.0,1107.0,2511.0,2438.0,3851.0,427.0
2020-05-01,4709.0,2680.0,1111.0,2518.0,2471.0,3862.0,430.0
2020-05-02,4771.0,2701.0,1124.0,2539.0,2487.0,3867.0,430.0
2020-05-03,4800.0,2713.0,1129.0,2551.0,2502.0,3867.0,431.0
2020-05-04,4821.0,2719.0,1135.0,2557.0,2513.0,3871.0,430.0
2020-05-05,4831.0,2722.0,1140.0,2560.0,2519.0,3876.0,429.0
2020-05-06,4860.0,2732.0,1141.0,2563.0,2550.0,3879.0,430.0
2020-05-07,4897.0,2743.0,1142.0,2565.0,2568.0,3885.0,429.0
2020-05-08,4917.0,2748.0,1145.0,2588.0,2575.0,3889.0,429.0
2020-05-09,4934.0,2756.0,1146.0,2607.0,2580.0,3891.0,430.0
2020-05-10,4944.0,2772.0,1148.0,2607.0,2596.0,3895.0,432.0
2020-05-11,4946.0,2773.0,1148.0,2609.0,2599.0,3900.0,433.0
2020-05-12,4957.0,2787.0,1150.0,2613.0,2611.0,3903.0,433.0
2020-05-13,4967.0,2789.0,1150.0,2618.0,2617.0,3904.0,435.0
2020-05-14,4978.0,2795.0,1151.0,2621.0,2622.0,3907.0,436.0
2020-05-15,4997.0,2808.0,1151.0,2625.0,2626.0,3908.0,437.0
2020-05-16,5002.0,2814.0,1151.0,2635.0,2630.0,3912.0,437.0
2020-05-17,5006.0,2816.0,1153.0,2637.0,2632.0,3914.0,438.0
2020-05-18,5008.0,2818.0,1153.0,2641.0,2633.0,3915.0,439.0
2020-05-19,5040.0,2824.0,1153.0,2644.0,2636.0,3916.0,440.0
2020-05-20,5056.0,2830.0,1153.0,2648.0,2640.0,3919.0,440.0
2020-05-21,5053.0,2831.0,1153.0,2650.0,2644.0,3923.0,440.0
2020-05-22,5063.0,2832.0,1153.0,2651.0,2648.0,3926.0,441.0
2020-05-23,5069.0,2832.0,1153.0,2654.0,2649.0,3927.0,441.0
2020-05-24,5075.0,2834.0,1159.0,2655.0,2649.0,3927.0,442.0
2020-05-25,5077.0,2834.0,1162.0,2655.0,2652.0,3928.0,442.0
2020-05-26,5079.0,2835.0,1162.0,2656.0,2657.0,3929.0,442.0
2020-05-27,5079.0,2839.0,1165.0,2656.0,2660.0,3929.0,442.0
2020-05-28,5087.0,2843.0,1166.0,2657.0,2657.0,3930.0,442.0
2020-05-29,5093.0,2845.0,1165.0,2657.0,2656.0,3931.0,442.0
2020-05-30,5098.0,2845.0,1167.0,2658.0,2661.0,3931.0,442.0
2020-05-31,5099.0,2846.0,1170.0,2658.0,2661.0,3932.0,442.0
2020-06-01,5099.0,2846.0,1171.0,2658.0,2661.0,3933.0,442.0
2020-06-02,5100.0,2849.0,1171.0,2658.0,2665.0,3933.0,442.0
2020-06-03,5100.0,2849.0,1173.0,2659.0,2665.0,3932.0,442.0
2020-06-04,5101.0,2848.0,1175.0,2659.0,2667.0,3932.0,442.0
2020-06-05,5103.0,2851.0,1175.0,2661.0,2666.0,3932.0,442.0
2020-06-06,5106.0,2851.0,1176.0,2663.0,2667.0,3933.0,442.0
2020-06-07,5105.0,2852.0,1176.0,2663.0,2668.0,3933.0,442.0
2020-06-08,5105.0,2852.0,1177.0,2665.0,2668.0,3933.0,443.0
2020-06-09,5106.0,2852.0,1177.0,2665.0,2668.0,3934.0,443.0
2020-06-10,5107.0,2852.0,1177.0,2665.0,2671.0,3935.0,443.0
2020-06-11,5107.0,2855.0,1179.0,2666.0,2673.0,3934.0,443.0
2020-06-12,5109.0,2855.0,1179.0,2665.0,2675.0,3933.0,442.0
2020-06-13,5110.0,2855.0,1180.0,2666.0,2674.0,3942.0,443.0
2020-06-14,5110.0,2855.0,1181.0,2666.0,2678.0,3942.0,443.0
2020-06-15,5110.0,2855.0,1181.0,2666.0,2678.0,3943.0,443.0
2020-06-16,5112.0,2855.0,1182.0,2665.0,2678.0,3943.0,443.0
2020-06-17,5113.0,2855.0,1183.0,2666.0,2679.0,3943.0,443.0
2020-06-18,5118.0,2856.0,1183.0,2666.0,2679.0,3944.0,443.0
2020-06-19,5118.0,2856.0,1183.0,2666.0,2680.0,3944.0,443.0
2020-06-20,5119.0,2856.0,1183.0,2667.0,2680.0,3944.0,443.0
2020-06-21,5121.0,2858.0,1185.0,2667.0,2680.0,3944.0,443.0
2020-06-22,5121.0,2858.0,1185.0,2669.0,2680.0,3944.0,443.0
2020-06-23,5122.0,2859.0,1185.0,2669.0,2681.0,3943.0,445.0
2020-06-24,5123.0,2860.0,1185.0,2669.0,2681.0,3944.0,444.0
2020-06-25,5123.0,2859.0,1185.0,2670.0,2681.0,3947.0,444.0
2020-06-26,5124.0,2862.0,1185.0,2670.0,2681.0,3948.0,444.0
2020-06-27,5124.0,2862.0,1186.0,2669.0,2682.0,3949.0,444.0
2020-06-28,5126.0,2864.0,1190.0,2672.0,2682.0,3949.0,444.0
2020-06-29,5126.0,2865.0,1191.0,2672.0,2682.0,3950.0,444.0
2020-06-30,5127.0,2866.0,1191.0,2673.0,2682.0,3954.0,444.0
2020-07-01,5128.0,2867.0,1194.0,2673.0,2682.0,3953.0,444.0
2020-07-02,5129.0,2870.0,1194.0,2683.0,2682.0,3958.0,444.0
2020-07-03,5129.0,2870.0,1194.0,2686.0,2683.0,3958.0,444.0
2020-07-04,5129.0,2871.0,1194.0,2687.0,2683.0,3959.0,444.0
2020-07-05,5130.0,2873.0,1195.0,2687.0,2684.0,3961.0,444.0
2020-07-06,5130.0,2873.0,1195.0,2687.0,2684.0,3962.0,444.0
2020-07-07,5130.0,2873.0,1196.0,2688.0,2690.0,3965.0,444.0
2020-07-08,5131.0,2873.0,1197.0,2690.0,2689.0,3969.0,444.0
2020-07-09,5132.0,2874.0,1197.0,2692.0,2692.0,3975.0,445.0
2020-07-10,5132.0,2876.0,1198.0,2692.0,2696.0,3979.0,446.0
2020-07-11,5133.0,2876.0,1199.0,2696.0,2698.0,3981.0,445.0
2020-07-12,5138.0,2878.0,1200.0,2697.0,2699.0,3985.0,445.0
2020-07-13,5138.0,2878.0,1201.0,2697.0,2700.0,3987.0,445.0
2020-07-14,5141.0,2879.0,1200.0,2707.0,2701.0,3991.0,446.0
2020-07-15,5143.0,2881.0,1200.0,2715.0,2702.0,3999.0,446.0
2020-07-16,5151.0,2882.0,1200.0,2717.0,2702.0,4011.0,448.0
2020-07-17,5153.0,2882.0,1200.0,2720.0,2734.0,4028.0,448.0
2020-07-18,5154.0,2883.0,1202.0,2730.0,2736.0,4043.0,448.0
2020-07-19,5157.0,2883.0,1204.0,2732.0,2741.0,4074.0,451.0
2020-07-20,5157.0,2884.0,1204.0,2732.0,2745.0,4108.0,452.0
2020-07-21,5156.0,2885.0,1204.0,2738.0,2746.0,4119.0,452.0
2020-07-22,5158.0,2886.0,1208.0,2738.0,2759.0,4136.0,455.0
2020-07-23,5188.0,2884.0,1211.0,2737.0,2766.0,4157.0,457.0
2020-07-24,5190.0,2887.0,1211.0,2740.0,2774.0,4169.0,459.0
2020-07-25,5193.0,2889.0,1212.0,2749.0,2778.0,4183.0,459.0
2020-07-26,5192.0,2890.0,1212.0,2749.0,2781.0,4197.0,459.0
2020-07-27,5192.0,2899.0,1212.0,2749.0,2784.0,4200.0,459.0
2020-07-28,5197.0,2904.0,1212.0,2758.0,2788.0,4204.0,458.0
2020-07-29,5203.0,2909.0,1212.0,2768.0,2801.0,4211.0,458.0
2020-07-30,5200.0,2911.0,1212.0,2850.0,2816.0,4224.0,458.0
2020-07-31,5202.0,2915.0,1212.0,2920.0,2839.0,4242.0,459.0
2020-08-01,5207.0,2916.0,1212.0,2932.0,2848.0,4252.0,461.0
2020-08-02,5211.0,2920.0,1212.0,2938.0,2858.0,4272.0,461.0
2020-08-03,5212.0,2920.0,1212.0,2938.0,2863.0,4282.0,461.0
2020-08-04,5214.0,2922.0,1212.0,2941.0,2871.0,4286.0,464.0
2020-08-05,5222.0,2925.0,1212.0,2946.0,2884.0,4298.0,464.0
2020-08-06,5235.0,2931.0,1212.0,2951.0,2902.0,4311.0,467.0
2020-08-07,5242.0,2937.0,1212.0,3082.0,2916.0,4334.0,469.0
2020-08-08,5251.0,2940.0,1212.0,3100.0,2934.0,4345.0,470.0
2020-08-09,5262.0,2948.0,1213.0,3112.0,2943.0,4357.0,473.0
2020-08-10,5263.0,2948.0,1213.0,3116.0,2954.0,4360.0,475.0
2020-08-11,5288.0,2952.0,1213.0,3127.0,2960.0,4375.0,475.0
2020-08-12,5295.0,2955.0,1214.0,3152.0,2969.0,4383.0,476.0
2020-08-13,5307.0,2966.0,1215.0,3175.0,2980.0,4409.0,480.0
2020-08-14,5326.0,2976.0,1217.0,3220.0,3007.0,4422.0,482.0
2020-08-15,5345.0,2986.0,1220.0,3275.0,3018.0,4433.0,490.0
2020-08-16,5366.0,2991.0,1220.0,3293.0,3028.0,4447.0,496.0
2020-08-17,5377.0,2997.0,1222.0,3298.0,3033.0,4457.0,496.0
2020-08-18,5391.0,3003.0,1222.0,3322.0,3038.0,4466.0,496.0
2020-08-19,5398.0,3010.0,1228.0,3344.0,3047.0,4476.0,501.0
2020-08-20,5422.0,3022.0,1235.0,3435.0,3053.0,4490.0,507.0
2020-08-21,5450.0,3028.0,1237.0,3479.0,3066.0,4509.0,511.0
2020-08-22,5470.0,3037.0,1241.0,3562.0,3078.0,4533.0,511.0
2020-08-23,5481.0,3065.0,1244.0,3611.0,3093.0,4556.0,516.0
2020-08-24,5492.0,3068.0,1245.0,3685.0,3102.0,4571.0,517.0
2020-08-25,5507.0,3076.0,1248.0,3732.0,3121.0,4590.0,518.0
2020-08-26,5522.0,3101.0,1249.0,3784.0,3135.0,4622.0,522.0
2020-08-27,5538.0,3126.0,1252.0,3815.0,3161.0,4645.0,523.0
2020-08-28,5551.0,3154.0,1257.0,3861.0,3186.0,4656.0,524.0
2020-08-29,5571.0,3178.0,1265.0,3900.0,3223.0,4676.0,528.0
2020-08-30,5589.0,3186.0,1264.0,3924.0,3238.0,4710.0,535.0
2020-08-31,5602.0,3192.0,1267.0,3939.0,3253.0,4723.0,534.0
2020-09-01,5608.0,3214.0,1271.0,3984.0,3266.0,4727.0,534.0
2020-09-02,5636.0,3237.0,1271.0,4031.0,3306.0,4746.0,536.0
2020-09-03,5657.0,3258.0,1274.0,4046.0,3326.0,4772.0,543.0
2020-09-04,5695.0,3285.0,1275.0,4167.0,3356.0,4801.0,545.0
2020-09-05,5726.0,3313.0,1277.0,4230.0,3375.0,4820.0,565.0
2020-09-06,5745.0,3358.0,1280.0,4287.0,3387.0,4850.0,574.0
2020-09-07,5757.0,3374.0,1281.0,4307.0,3403.0,4852.0,575.0
2020-09-08,5780.0,3388.0,1282.0,4348.0,3428.0,4858.0,579.0
2020-09-09,5796.0,3396.0,1287.0,4365.0,3451.0,4872.0,584.0
2020-09-10,5830.0,3427.0,1288.0,4412.0,3461.0,4883.0,596.0
2020-09-11,5877.0,3451.0,1293.0,4443.0,3499.0,4897.0,602.0
2020-09-12,5898.0,3473.0,1298.0,4494.0,3517.0,4910.0,604.0
2020-09-13,5938.0,3497.0,1305.0,4516.0,3543.0,4924.0,609.0
2020-09-14,5952.0,3502.0,1306.0,4529.0,3552.0,4931.0,610.0
2020-09-15,5969.0,3507.0,1316.0,4580.0,3568.0,4937.0,613.0
2020-09-16,6019.0,3525.0,1322.0,4603.0,3590.0,4961.0,620.0
2020-09-17,6045.0,3533.0,1329.0,4640.0,3606.0,4970.0,626.0
2020-09-18,6094.0,3570.0,1331.0,4686.0,3631.0,4987.0,625.0
2020-09-19,6148.0,3594.0,1334.0,4712.0,3666.0,5019.0,631.0
2020-09-20,6178.0,3631.0,1336.0,4739.0,3698.0,5054.0,640.0
2020-09-21,6207.0,3635.0,1344.0,4770.0,3711.0,5068.0,642.0
2020-09-22,6228.0,3647.0,1347.0,4815.0,3726.0,5091.0,642.0
2020-09-23,6273.0,3665.0,1353.0,4848.0,3755.0,5104.0,645.0
2020-09-24,6331.0,3690.0,1360.0,4881.0,3798.0,5173.0,649.0
2020-09-25,6374.0,3708.0,1371.0,4929.0,3832.0,5208.0,652.0
2020-09-26,6419.0,3738.0,1372.0,4999.0,3872.0,5238.0,653.0
2020-09-27,6437.0,3770.0,1382.0,5027.0,3905.0,5265.0,656.0
2020-09-28,6444.0,3783.0,1416.0,5081.0,3944.0,5296.0,656.0
2020-09-29,6464.0,3800.0,1423.0,5127.0,3978.0,5311.0,656.0
2020-09-30,6500.0,3826.0,1426.0,5169.0,4000.0,5339.0,659.0
2020-10-01,6556.0,3863.0,1449.0,5333.0,4120.0,5377.0,660.0
2020-10-02,6600.0,3896.0,1454.0,5386.0,4159.0,5383.0,667.0
2020-10-03,6638.0,3933.0,1493.0,5425.0,4229.0,5423.0,669.0
2020-10-04,6688.0,3991.0,1512.0,5476.0,4278.0,5447.0,675.0
2020-10-05,6697.0,3998.0,1538.0,5543.0,4357.0,5480.0,675.0
2020-10-06,6729.0,4020.0,1556.0,5583.0,4395.0,5513.0,676.0
2020-10-07,6794.0,4079.0,1602.0,5665.0,4478.0,5536.0,677.0
2020-10-08,6884.0,4188.0,1641.0,5771.0,4566.0,5577.0,681.0
2020-10-09,6980.0,4256.0,1716.0,5891.0,4697.0,5670.0,685.0
2020-10-10,7111.0,4346.0,1762.0,5957.0,4820.0,5761.0,687.0
2020-10-11,7171.0,4435.0,1808.0,6046.0,4870.0,5840.0,692.0
2020-10-12,7177.0,4463.0,1865.0,6117.0,4960.0,5902.0,693.0
2020-10-13,7281.0,4550.0,1924.0,6180.0,5042.0,5980.0,701.0
2020-10-14,7376.0,4684.0,1974.0,6314.0,5176.0,6071.0,704.0
2020-10-15,7500.0,4809.0,1991.0,6336.0,5232.0,6156.0,723.0
2020-10-16,7617.0,4930.0,2057.0,6465.0,5339.0,6287.0,730.0
2020-10-17,7712.0,5088.0,2088.0,6739.0,5385.0,6417.0,749.0
2020-10-18,7855.0,5259.0,2142.0,6911.0,5420.0,6603.0,766.0
2020-10-19,7884.0,5318.0,2178.0,7095.0,5423.0,6759.0,793.0
2020-10-20,8003.0,5386.0,2255.0,7193.0,5461.0,6837.0,797.0
2020-10-21,8168.0,5576.0,2318.0,7460.0,5956.0,7017.0,811.0
2020-10-22,8350.0,5891.0,2395.0,7700.0,6125.0,7328.0,822.0
2020-10-23,8596.0,6211.0,2462.0,8141.0,6297.0,7549.0,870.0
2020-10-24,8868.0,6582.0,2563.0,8487.0,6500.0,7937.0,892.0
2020-10-25,9016.0,7031.0,2666.0,8743.0,6676.0,8177.0,958.0
2020-10-26,9088.0,7185.0,2751.0,9011.0,6842.0,8530.0,973.0
2020-10-27,9306.0,7451.0,2835.0,9334.0,7080.0,8826.0,1049.0
2020-10-28,9569.0,8016.0,3010.0,9761.0,7409.0,9131.0,1085.0
2020-10-29,9895.0,8431.0,3110.0,10179.0,7688.0,9614.0,1133.0
2020-10-30,10347.0,8991.0,3243.0,10924.0,8009.0,10238.0,1253.0
2020-10-31,10731.0,9484.0,3339.0,11468.0,8341.0,10972.0,1330.0
2020-11-01,11105.0,10064.0,3450.0,11792.0,8610.0,11513.0,1404.0
2020-11-02,11225.0,10225.0,3508.0,12169.0,8857.0,12017.0,1461.0
2020-11-03,11513.0,10577.0,3636.0,12745.0,9282.0,12397.0,1544.0
2020-11-04,11972.0,10916.0,3713.0,13272.0,9647.0,12948.0,1622.0
2020-11-05,12723.0,11713.0,3868.0,13915.0,9898.0,13494.0,1689.0
2020-11-06,13598.0,12302.0,3998.0,14656.0,10242.0,13953.0,1780.0
2020-11-07,14380.0,13108.0,4258.0,15307.0,10754.0,14580.0,1913.0
2020-11-08,14940.0,13949.0,4526.0,15792.0,11300.0,15067.0,2016.0
2020-11-09,15114.0,14212.0,4641.0,16305.0,11715.0,15610.0,2142.0
2020-11-10,15714.0,14482.0,4846.0,16828.0,12237.0,16158.0,2180.0
2020-11-11,16424.0,15000.0,5132.0,17314.0,12676.0,16672.0,2281.0
2020-11-12,17137.0,15572.0,5285.0,18163.0,13143.0,17289.0,2399.0
2020-11-13,17856.0,16309.0,5582.0,18867.0,13451.0,17957.0,2494.0
2020-11-14,18680.0,16824.0,5792.0,19474.0,14111.0,18533.0,2605.0
2020-11-15,19064.0,17695.0,5938.0,19844.0,14537.0,19012.0,2684.0
2020-11-16,19173.0,17894.0,6081.0,20244.0,14943.0,19602.0,2741.0
2020-11-17,20020.0,18287.0,6248.0,20725.0,15521.0,20097.0,2827.0
2020-11-18,20614.0,18954.0,6426.0,21314.0,15902.0,20510.0,2902.0
2020-11-19,21402.0,19569.0,6652.0,22138.0,16312.0,21283.0,2956.0
2020-11-20,21981.0,20247.0,6857.0,22846.0,16699.0,22007.0,3089.0
2020-11-21,22794.0,20790.0,7107.0,23394.0,17261.0,22711.0,3198.0
2020-11-22,23247.0,21370.0,7218.0,23908.0,17804.0,23300.0,3283.0
2020-11-23,23365.0,22157.0,7370.0,24314.0,18177.0,23887.0,3347.0
2020-11-24,23873.0,22560.0,7564.0,24787.0,18450.0,24214.0,3434.0
2020-11-25,24567.0,23198.0,7724.0,24796.0,18892.0,24780.0,3547.0
2020-11-26,25142.0,23773.0,7870.0,26138.0,19483.0,25367.0,3649.0
2020-11-27,25796.0,24461.0,8023.0,26910.0,19809.0,26072.0,3713.0
2020-11-28,26622.0,25063.0,8215.0,27454.0,20398.0,26722.0,3774.0
2020-11-29,26998.0,25696.0,8401.0,27810.0,20820.0,27243.0,3837.0
2020-11-30,27264.0,25962.0,8593.0,28140.0,21253.0,27671.0,3890.0
2020-12-01,27641.0,26360.0,8724.0,28728.0,21682.0,28069.0,3989.0
2020-12-02,28183.0,26885.0,8843.0,29223.0,22090.0,28593.0,4127.0
2020-12-03,29030.0,27482.0,9064.0,29946.0,22433.0,29281.0,4243.0
2020-12-04,29692.0,28168.0,9316.0,30653.0,22996.0,29953.0,4325.0
2020-12-05,30485.0,28616.0,9563.0,31440.0,23580.0,30541.0,4406.0
2020-12-06,31020.0,29365.0,9908.0,31952.0,24142.0,31073.0,4577.0
2020-12-07,31708.0,29602.0,10003.0,32470.0,24632.0,31486.0,4643.0
2020-12-08,32312.0,30186.0,10180.0,33048.0,25135.0,32021.0,4728.0
2020-12-09,32970.0,30552.0,10270.0,33385.0,25531.0,32472.0,4833.0
2020-12-10,34282.0,31107.0,10491.0,34050.0,26136.0,33125.0,4959.0
2020-12-11,35186.0,31847.0,10783.0,34640.0,26681.0,33738.0,5109.0
2020-12-12,36223.0,32715.0,11038.0,35901.0,27389.0,34544.0,5226.0
2020-12-13,37057.0,33625.0,11276.0,36709.0,27972.0,35084.0,5366.0
2020-12-14,37437.0,33950.0,11499.0,37571.0,28278.0,35702.0,5425.0
2020-12-15,38056.0,34446.0,11670.0,38192.0,29059.0,36243.0,5511.0
2020-12-16,38916.0,35161.0,11933.0,38863.0,29633.0,36795.0,5651.0
2020-12-17,39726.0,35756.0,12228.0,39993.0,30291.0,37497.0,5801.0
2020-12-18,40748.0,36353.0,12421.0,40933.0,30951.0,38279.0,5919.0
2020-12-19,41585.0,36980.0,12613.0,41698.0,31510.0,38980.0,6041.0
