data,ITH31,ITH32,ITH33,ITH34,ITH35,ITH36,ITH37
2021-11-17,96164.0,80787.0,23469.0,92260.0,81299.0,96051.0,16766.0
2021-11-18,96350.0,81020.0,23528.0,92568.0,81550.0,96546.0,16814.0
2021-11-19,96521.0,81218.0,23554.0,92739.0,81784.0,96968.0,16847.0
2021-11-20,96762.0,81528.0,23605.0,93184.0,82105.0,97419.0,16938.0
2021-11-21,96956.0,81773.0,23657.0,93388.0,82344.0,97703.0,16974.0
2021-11-22,97028.0,81944.0,23699.0,93526.0,82544.0,97890.0,17020.0
2021-11-23,97260.0,82268.0,23749.0,93858.0,82822.0,98249.0,17059.0
2021-11-24,97509.0,82604.0,23810.0,94252.0,83209.0,98659.0,17141.0
2021-11-25,97756.0,82942.0,23864.0,94739.0,83617.0,99061.0,17236.0
2021-11-26,97998.0,83351.0,23912.0,95163.0,84007.0,99491.0,17316.0
2021-11-27,98273.0,83758.0,23969.0,95614.0,84419.0,99903.0,17399.0
2021-11-28,98528.0,84141.0,24024.0,96060.0,84777.0,100388.0,17475.0
2021-11-29,98636.0,84295.0,24062.0,96407.0,85047.0,100688.0,17510.0
2021-11-30,98962.0,84818.0,24169.0,96882.0,85369.0,101242.0,17552.0
2021-12-01,99260.0,85264.0,24255.0,97472.0,85836.0,101905.0,17632.0
2021-12-02,99550.0,85784.0,24335.0,98188.0,86362.0,102489.0,17777.0
2021-12-03,99841.0,86273.0,24466.0,98859.0,86940.0,103332.0,17868.0
2021-12-04,100253.0,86746.0,24563.0,99466.0,87416.0,103757.0,17910.0
2021-12-05,100523.0,87262.0,24602.0,99956.0,87849.0,104168.0,17939.0
2021-12-06,100666.0,87496.0,24663.0,100430.0,88226.0,104403.0,18109.0
2021-12-07,101134.0,88161.0,24724.0,101007.0,88678.0,105028.0,18184.0
2021-12-08,101568.0,88835.0,24797.0,101695.0,89146.0,106047.0,18299.0
2021-12-09,101695.0,89108.0,24853.0,102280.0,89541.0,106474.0,18353.0
2021-12-10,102274.0,89955.0,24955.0,103184.0,90174.0,107244.0,18473.0
2021-12-11,102791.0,90786.0,25054.0,104031.0,90740.0,108279.0,18599.0
2021-12-12,103242.0,91453.0,25141.0,104743.0,91265.0,108972.0,18722.0
2021-12-13,103445.0,91858.0,25187.0,105264.0,91717.0,109360.0,18786.0
2021-12-14,104090.0,92788.0,25299.0,106069.0,92365.0,110186.0,18875.0
2021-12-15,104637.0,93584.0,25389.0,106741.0,92988.0,110987.0,18992.0
2021-12-16,105148.0,94248.0,25526.0,107532.0,93593.0,111527.0,19091.0
2021-12-17,105902.0,95219.0,25619.0,109043.0,94531.0,112620.0,19259.0
2021-12-18,106526.0,95908.0,25712.0,110036.0,95277.0,113342.0,19369.0
2021-12-19,107078.0,96601.0,25820.0,110709.0,95909.0,113979.0,19490.0
2021-12-20,107411.0,96963.0,25874.0,111298.0,96296.0,114437.0,19582.0
2021-12-21,108263.0,97891.0,25956.0,112380.0,97088.0,115243.0,19699.0
2021-12-22,108995.0,98722.0,26057.0,113406.0,97781.0,116193.0,19831.0
2021-12-23,109850.0,99618.0,26212.0,114398.0,98616.0,117268.0,19990.0
2021-12-24,110746.0,100558.0,26354.0,115292.0,99539.0,118300.0,20168.0
2021-12-25,111776.0,101470.0,26477.0,116352.0,100471.0,119321.0,20391.0
2021-12-26,112028.0,101767.0,26559.0,116946.0,101031.0,119505.0,20467.0
2021-12-27,112451.0,102555.0,26662.0,117239.0,101425.0,120152.0,20591.0
2021-12-28,113827.0,103722.0,26789.0,118634.0,102677.0,121510.0,20924.0
2021-12-29,115178.0,105222.0,27035.0,120269.0,104283.0,123115.0,21323.0
2021-12-30,117240.0,107072.0,27475.0,121218.0,106193.0,125404.0,21745.0
2021-12-31,119250.0,108870.0,27686.0,121901.0,107940.0,127182.0,22248.0
2022-01-01,121458.0,110961.0,28001.0,126835.0,109848.0,129134.0,22707.0
2022-01-02,122413.0,111286.0,28083.0,127674.0,110820.0,129465.0,22919.0
2022-01-03,123515.0,112439.0,28460.0,128906.0,111692.0,130648.0,23272.0
2022-01-04,126970.0,115406.0,28759.0,132102.0,114089.0,133485.0,24132.0
2022-01-05,130285.0,118426.0,29197.0,135019.0,116722.0,136591.0,24995.0
2022-01-06,134166.0,121839.0,29771.0,137892.0,119403.0,139720.0,25931.0
2022-01-07,135590.0,122679.0,30013.0,138908.0,120528.0,141264.0,26399.0
2022-01-08,139790.0,126169.0,30775.0,143066.0,123731.0,144679.0,27563.0
2022-01-09,142824.0,128711.0,31337.0,145293.0,125607.0,147172.0,28356.0
2022-01-10,144483.0,129917.0,31627.0,146475.0,126856.0,148527.0,28701.0
2022-01-11,149068.0,133648.0,32299.0,150493.0,130020.0,152088.0,29887.0
2022-01-12,153345.0,137240.0,32900.0,153521.0,133028.0,155668.0,30884.0
2022-01-13,157255.0,140715.0,33656.0,156013.0,135696.0,158814.0,31953.0
2022-01-14,161152.0,144041.0,34360.0,159432.0,138247.0,161807.0,32975.0
2022-01-15,165186.0,147939.0,35137.0,162612.0,141025.0,165162.0,33916.0
2022-01-16,167938.0,150343.0,35582.0,165165.0,142640.0,167503.0,34593.0
2022-01-17,169074.0,151706.0,35772.0,166323.0,143703.0,168483.0,35013.0
2022-01-18,174376.0,156220.0,36723.0,170608.0,147174.0,173150.0,36254.0
2022-01-19,178911.0,160096.0,37577.0,174594.0,149861.0,176995.0,37302.0
2022-01-20,183443.0,164097.0,38086.0,179001.0,152958.0,180804.0,38300.0
2022-01-21,187245.0,167778.0,38881.0,182338.0,155765.0,184231.0,39130.0
2022-01-22,190913.0,171513.0,39626.0,185843.0,158552.0,187286.0,39931.0
2022-01-23,193856.0,174479.0,40140.0,188526.0,160603.0,190048.0,40656.0
2022-01-24,195129.0,175681.0,40331.0,189744.0,161561.0,190953.0,40986.0
2022-01-25,204575.0,184872.0,42228.0,198189.0,169049.0,200442.0,43044.0
2022-01-26,208202.0,188860.0,43010.0,201995.0,171767.0,204056.0,43860.0
2022-01-27,211696.0,192858.0,43383.0,205873.0,174650.0,207383.0,44558.0
2022-01-28,214816.0,196223.0,44177.0,208323.0,177258.0,210479.0,45303.0
2022-01-29,217821.0,199095.0,44865.0,211219.0,179562.0,213397.0,45942.0
2022-01-30,219907.0,201375.0,45283.0,213114.0,181459.0,215378.0,46359.0
2022-01-31,220832.0,202389.0,45478.0,214148.0,182164.0,216046.0,46615.0
2022-02-01,224081.0,205766.0,46107.0,216233.0,184446.0,219409.0,47333.0
2022-02-02,226584.0,208240.0,46661.0,219373.0,186693.0,221850.0,47888.0
2022-02-03,228813.0,210401.0,47111.0,221195.0,189054.0,224008.0,48389.0
2022-02-04,230762.0,212273.0,47500.0,223032.0,191067.0,225854.0,48787.0
2022-02-05,232513.0,213984.0,47911.0,224931.0,192673.0,227892.0,49166.0
2022-02-06,233999.0,215316.0,48219.0,226386.0,193766.0,229272.0,49474.0
2022-02-07,234654.0,215806.0,48317.0,226841.0,194254.0,229758.0,49602.0
2022-02-08,236668.0,217867.0,48762.0,228737.0,196106.0,231971.0,50106.0
2022-02-09,238200.0,219183.0,49014.0,233353.0,197489.0,233353.0,50402.0
2022-02-10,239464.0,220451.0,49299.0,231926.0,198711.0,234740.0,50638.0
2022-02-11,240578.0,221531.0,49585.0,233120.0,199812.0,235877.0,50849.0
2022-02-12,241712.0,222528.0,49820.0,234181.0,200867.0,237031.0,51125.0
2022-02-13,242554.0,223349.0,50036.0,234995.0,201572.0,237848.0,51298.0
2022-02-14,242950.0,223720.0,50115.0,235370.0,201951.0,238234.0,51405.0
2022-02-15,244215.0,224986.0,50417.0,236555.0,203348.0,239704.0,51690.0
2022-02-16,245079.0,225842.0,50571.0,237561.0,204348.0,240743.0,51913.0
2022-02-17,246054.0,226878.0,50837.0,238633.0,205407.0,241854.0,52188.0
2022-02-18,246883.0,227680.0,51025.0,239517.0,206349.0,242847.0,52400.0
2022-02-19,247739.0,228478.0,51182.0,240305.0,207315.0,243875.0,52614.0
2022-02-20,248377.0,229144.0,51364.0,240897.0,208025.0,244644.0,52768.0
2022-02-21,248735.0,229398.0,51442.0,241170.0,208400.0,244975.0,52864.0
2022-02-22,249847.0,230430.0,51625.0,242127.0,209459.0,246259.0,53160.0
2022-02-23,250611.0,231142.0,51804.0,242853.0,210434.0,247187.0,53382.0
2022-02-24,251389.0,231857.0,51991.0,243310.0,211237.0,248086.0,53577.0
2022-02-25,252050.0,232501.0,52123.0,243680.0,212025.0,248856.0,53742.0
2022-02-26,252688.0,233114.0,52292.0,244654.0,212797.0,249629.0,53901.0
2022-02-27,253044.0,233592.0,52402.0,245115.0,213282.0,250217.0,53996.0
2022-02-28,253268.0,233771.0,52443.0,245328.0,213549.0,250445.0,54074.0
2022-03-01,253998.0,234529.0,52623.0,246011.0,214427.0,251419.0,54241.0
2022-03-02,254483.0,235082.0,52750.0,246446.0,215212.0,252158.0,54401.0
2022-03-03,255066.0,235721.0,52855.0,247033.0,216049.0,253085.0,54564.0
2022-03-04,255660.0,236322.0,52977.0,247632.0,216847.0,253907.0,54713.0
2022-03-05,256200.0,236995.0,53105.0,248354.0,217670.0,254688.0,54824.0
2022-03-06,256533.0,237583.0,53198.0,248873.0,218294.0,255331.0,54950.0
2022-03-07,256800.0,237833.0,53250.0,249138.0,218675.0,255599.0,55014.0
2022-03-08,257595.0,238680.0,53408.0,249998.0,219789.0,256718.0,55210.0
2022-03-09,258196.0,239331.0,53513.0,250684.0,220630.0,257579.0,55359.0
2022-03-10,258852.0,240112.0,53645.0,251403.0,221617.0,258611.0,55546.0
2022-03-11,259526.0,240854.0,53768.0,252109.0,222603.0,259568.0,55733.0
2022-03-12,260216.0,241600.0,53907.0,252811.0,223593.0,260588.0,55943.0
2022-03-13,260750.0,242256.0,54054.0,253395.0,224429.0,261472.0,56092.0
2022-03-14,261002.0,242506.0,54079.0,253713.0,224829.0,261850.0,56174.0
2022-03-15,262187.0,243806.0,54290.0,254660.0,226330.0,263520.0,56500.0
2022-03-16,263075.0,244719.0,54464.0,255459.0,227639.0,264831.0,56770.0
2022-03-17,264057.0,245782.0,54634.0,256701.0,229110.0,266282.0,57069.0
2022-03-18,264811.0,246819.0,54789.0,257926.0,230253.0,267634.0,57352.0
2022-03-19,265831.0,247958.0,54956.0,258961.0,231648.0,269290.0,57636.0
2022-03-20,266497.0,248771.0,55094.0,259828.0,232486.0,270350.0,57835.0
2022-03-21,266833.0,249045.0,55124.0,260156.0,232909.0,270768.0,57925.0
2022-03-22,268136.0,250533.0,55405.0,261188.0,234585.0,272765.0,58330.0
2022-03-23,269147.0,251675.0,55580.0,261760.0,235975.0,274309.0,58669.0
2022-03-24,270273.0,252944.0,55802.0,263820.0,237405.0,276049.0,59021.0
2022-03-25,271325.0,254118.0,55978.0,264877.0,238783.0,277576.0,59402.0
2022-03-26,272403.0,255355.0,56158.0,266233.0,240128.0,279099.0,59741.0
2022-03-27,273186.0,256215.0,56293.0,267053.0,240947.0,280240.0,59967.0
2022-03-28,273548.0,256532.0,56350.0,267434.0,241312.0,280564.0,60096.0
2022-03-29,275154.0,258304.0,56621.0,268774.0,243051.0,282812.0,60574.0
2022-03-30,276350.0,259565.0,56807.0,270382.0,244553.0,284475.0,60944.0
2022-03-31,277463.0,260998.0,57055.0,271596.0,245973.0,286301.0,61297.0
2022-04-01,278614.0,262286.0,57215.0,272894.0,247294.0,287961.0,61649.0
2022-04-02,279651.0,263511.0,57445.0,274029.0,248566.0,289399.0,61981.0
2022-04-03,280406.0,264421.0,57613.0,274938.0,249370.0,290367.0,62233.0
2022-04-04,280817.0,264792.0,57645.0,275380.0,249721.0,290661.0,62372.0
2022-04-05,282200.0,266582.0,57921.0,276760.0,251238.0,292796.0,62809.0
2022-04-06,283282.0,267917.0,58174.0,278052.0,252542.0,294070.0,63164.0
2022-04-07,284566.0,269323.0,58384.0,279376.0,253836.0,295639.0,63512.0
2022-04-08,285650.0,270625.0,58586.0,280600.0,255136.0,297003.0,63889.0
2022-04-09,286679.0,271907.0,58788.0,281809.0,256364.0,298432.0,64213.0
2022-04-10,287501.0,272856.0,59068.0,282852.0,257255.0,299453.0,64473.0
2022-04-11,287886.0,273177.0,59129.0,283230.0,257570.0,299691.0,64588.0
2022-04-12,289276.0,274834.0,59463.0,284565.0,259152.0,301581.0,65002.0
2022-04-13,290335.0,276106.0,59718.0,285944.0,260435.0,302892.0,65320.0
2022-04-14,291408.0,277358.0,59982.0,287208.0,261619.0,304348.0,65606.0
2022-04-15,292437.0,278573.0,60219.0,288319.0,262735.0,305582.0,65890.0
2022-04-16,293517.0,279712.0,60451.0,289395.0,263862.0,306907.0,66152.0
2022-04-17,294373.0,280561.0,60620.0,290255.0,264601.0,307883.0,66355.0
2022-04-18,294628.0,280833.0,60718.0,290615.0,264962.0,308109.0,66441.0
2022-04-19,294928.0,281147.0,60795.0,291101.0,265301.0,308415.0,66590.0
2022-04-20,296709.0,282778.0,61071.0,292731.0,266993.0,310603.0,66987.0
2022-04-21,297938.0,284057.0,61345.0,294085.0,268308.0,312174.0,67253.0
2022-04-22,299028.0,285284.0,61555.0,295370.0,269504.0,313610.0,67571.0
2022-04-23,300231.0,286471.0,61823.0,296622.0,270732.0,315016.0,67885.0
2022-04-24,301061.0,287353.0,61961.0,297515.0,271543.0,316028.0,68100.0
2022-04-25,301410.0,287741.0,62027.0,297886.0,271954.0,316330.0,68232.0
2022-04-26,301761.0,288034.0,62066.0,298375.0,272363.0,316582.0,68368.0
2022-04-27,303380.0,289850.0,62367.0,299988.0,273896.0,318815.0,68728.0
2022-04-28,304597.0,291113.0,62524.0,301128.0,275146.0,320316.0,69015.0
2022-04-29,305604.0,292279.0,62707.0,302190.0,276171.0,321595.0,69297.0
2022-04-30,306535.0,293402.0,62844.0,303054.0,277109.0,322826.0,69526.0
2022-05-01,307203.0,294164.0,62978.0,303956.0,277760.0,323593.0,69712.0
2022-05-02,307382.0,294412.0,63032.0,304191.0,277880.0,323785.0,69785.0
2022-05-03,308458.0,295647.0,63186.0,304823.0,279039.0,325269.0,70052.0
2022-05-04,309283.0,296580.0,63329.0,305224.0,279899.0,326280.0,70264.0
2022-05-05,310042.0,297417.0,63468.0,306763.0,280675.0,327285.0,70478.0
2022-05-06,310785.0,298263.0,63550.0,307599.0,281386.0,328239.0,70698.0
2022-05-07,311520.0,299050.0,63731.0,308256.0,282072.0,329099.0,70891.0
2022-05-08,312049.0,299661.0,63876.0,308822.0,282517.0,329712.0,71041.0
2022-05-09,312198.0,299889.0,63889.0,309016.0,282801.0,329876.0,71100.0
2022-05-10,313329.0,300994.0,64063.0,309881.0,283664.0,331080.0,71366.0
2022-05-11,314072.0,301731.0,64200.0,310630.0,284316.0,331933.0,71547.0
2022-05-12,314736.0,302486.0,64308.0,311317.0,284989.0,332754.0,71710.0
2022-05-13,315365.0,303112.0,64436.0,311945.0,285594.0,333527.0,71874.0
2022-05-14,315954.0,303769.0,64535.0,312536.0,286168.0,334242.0,72033.0
2022-05-15,316431.0,304232.0,64632.0,312951.0,286529.0,334698.0,72123.0
2022-05-16,316574.0,304379.0,64650.0,313119.0,286668.0,334817.0,72174.0
2022-05-17,317358.0,305132.0,64803.0,313733.0,287294.0,335615.0,72352.0
2022-05-18,317838.0,305578.0,64927.0,314189.0,287691.0,336165.0,72464.0
2022-05-19,318274.0,306091.0,65012.0,314598.0,288090.0,336744.0,72560.0
2022-05-20,318680.0,306449.0,65083.0,314964.0,288447.0,337190.0,72669.0
2022-05-21,319043.0,306787.0,65159.0,315270.0,288802.0,337600.0,72750.0
2022-05-22,319309.0,307032.0,65201.0,315514.0,288994.0,337842.0,72836.0
2022-05-23,319402.0,307140.0,65217.0,315601.0,289115.0,337904.0,72868.0
2022-05-24,319880.0,307591.0,65306.0,316013.0,289481.0,338384.0,72972.0
2022-05-25,320162.0,307908.0,65359.0,316339.0,289785.0,338746.0,73027.0
2022-05-26,320479.0,308185.0,65452.0,316680.0,290043.0,339100.0,73094.0
2022-05-27,320698.0,308414.0,65524.0,317001.0,290279.0,339383.0,73146.0
2022-05-28,320982.0,308615.0,65581.0,317240.0,290475.0,339695.0,73196.0
2022-05-29,321184.0,308755.0,65609.0,317466.0,290629.0,339870.0,73244.0
2022-05-30,321230.0,308814.0,65614.0,317545.0,290720.0,339931.0,73265.0
2022-05-31,321556.0,309091.0,65686.0,317887.0,290993.0,340325.0,73332.0
2022-06-01,321768.0,309287.0,65726.0,318178.0,291242.0,340633.0,73387.0
2022-06-02,321967.0,309533.0,65775.0,318485.0,291565.0,340954.0,73454.0
2022-06-03,322030.0,309618.0,65789.0,318597.0,291659.0,341030.0,73480.0
2022-06-04,322314.0,309921.0,65882.0,319043.0,292012.0,341438.0,73563.0
2022-06-05,322515.0,310113.0,65931.0,319277.0,292202.0,341672.0,73615.0
2022-06-06,322578.0,310180.0,65942.0,319400.0,292315.0,341750.0,73638.0
2022-06-07,322983.0,310533.0,66032.0,319884.0,292714.0,342273.0,73747.0
2022-06-08,323311.0,310813.0,66094.0,320260.0,293068.0,342686.0,73820.0
2022-06-09,323647.0,311122.0,66184.0,320643.0,293410.0,343077.0,73896.0
2022-06-10,323990.0,311362.0,66269.0,321057.0,293791.0,343443.0,73982.0
2022-06-11,324317.0,311678.0,66332.0,321485.0,294150.0,343798.0,74043.0
2022-06-12,324585.0,311908.0,66390.0,321813.0,294450.0,344089.0,74094.0
2022-06-13,324665.0,312007.0,66407.0,321939.0,294552.0,344198.0,74138.0
2022-06-14,325256.0,312565.0,66513.0,322789.0,295302.0,344843.0,74269.0
2022-06-15,325785.0,313063.0,66671.0,323424.0,295942.0,345483.0,74384.0
2022-06-16,326374.0,313634.0,66813.0,323863.0,296656.0,346139.0,74503.0
2022-06-17,327019.0,314121.0,66961.0,324315.0,297387.0,346739.0,74653.0
2022-06-18,327647.0,314665.0,67115.0,325736.0,298197.0,347354.0,74789.0
2022-06-19,328143.0,315118.0,67237.0,326336.0,298803.0,347928.0,74914.0
2022-06-20,328286.0,315276.0,67273.0,326608.0,299121.0,348089.0,74972.0
2022-06-21,329407.0,316244.0,67501.0,327894.0,300296.0,349364.0,75211.0
2022-06-22,330240.0,317141.0,67696.0,329024.0,301434.0,350471.0,75416.0
2022-06-23,331131.0,318078.0,67924.0,330223.0,302606.0,351767.0,75683.0
2022-06-24,332000.0,318951.0,68113.0,331254.0,303683.0,353021.0,75966.0
2022-06-25,332890.0,319838.0,68351.0,332526.0,304867.0,354302.0,76216.0
2022-06-26,333583.0,320549.0,68503.0,333430.0,305622.0,355157.0,76414.0
2022-06-27,333894.0,320842.0,68574.0,333858.0,306031.0,355515.0,76509.0
2022-06-28,335463.0,322498.0,68939.0,335568.0,307645.0,357719.0,76927.0
2022-06-29,336746.0,323876.0,69213.0,337099.0,309200.0,359591.0,77348.0
2022-06-30,338007.0,325331.0,69589.0,338518.0,310735.0,361551.0,77720.0
2022-07-01,339207.0,326672.0,69921.0,339978.0,312101.0,363306.0,78080.0
2022-07-02,340426.0,328007.0,70216.0,341351.0,313685.0,365056.0,78442.0
2022-07-03,341419.0,329195.0,70474.0,342702.0,314658.0,366329.0,78722.0
2022-07-04,341761.0,329578.0,70523.0,343097.0,315050.0,366587.0,78847.0
2022-07-05,343592.0,331738.0,71040.0,345301.0,317101.0,369225.0,79392.0
2022-07-06,345355.0,333557.0,71408.0,347173.0,319063.0,371458.0,79875.0
2022-07-07,346844.0,335364.0,71727.0,349073.0,320797.0,373572.0,80354.0
2022-07-08,348342.0,337082.0,72055.0,350709.0,322449.0,375475.0,80772.0
2022-07-09,349784.0,338717.0,72377.0,352380.0,324055.0,377427.0,81167.0
2022-07-10,350909.0,339984.0,72651.0,353714.0,325243.0,378752.0,81453.0
2022-07-11,351282.0,340449.0,72713.0,354150.0,325644.0,379123.0,81597.0
2022-07-12,353763.0,343010.0,73197.0,356436.0,328061.0,381949.0,82201.0
2022-07-13,355457.0,344880.0,73589.0,358550.0,330033.0,384093.0,82662.0
2022-07-14,357151.0,346817.0,73963.0,360540.0,331817.0,386183.0,83116.0
2022-07-15,358566.0,348505.0,74322.0,362245.0,333447.0,388042.0,83545.0
2022-07-16,359919.0,350104.0,74731.0,363807.0,335075.0,389748.0,83930.0
2022-07-17,360977.0,351331.0,74953.0,364987.0,336165.0,390971.0,84205.0
2022-07-18,361348.0,351694.0,75016.0,365366.0,336485.0,391244.0,84355.0
2022-07-19,363393.0,354002.0,75460.0,367476.0,338671.0,393779.0,84908.0
2022-07-20,364950.0,355651.0,75751.0,369145.0,340286.0,395552.0,85411.0
2022-07-21,366291.0,357125.0,75977.0,370716.0,341946.0,397162.0,85805.0
2022-07-22,367505.0,358379.0,76333.0,372020.0,343315.0,398608.0,86216.0
2022-07-23,368715.0,359631.0,76580.0,373395.0,344680.0,399921.0,86603.0
2022-07-24,369570.0,360491.0,76784.0,374444.0,345638.0,400942.0,86827.0
2022-07-25,369874.0,360821.0,76848.0,374813.0,345966.0,401119.0,86930.0
2022-07-26,371321.0,362458.0,77190.0,376514.0,347470.0,402864.0,87402.0
2022-07-27,372767.0,363885.0,77476.0,378102.0,349010.0,404427.0,87836.0
2022-07-28,373978.0,365161.0,77714.0,379423.0,350416.0,405861.0,88214.0
2022-07-29,374972.0,366191.0,77972.0,380520.0,351552.0,407055.0,88550.0
2022-07-30,375908.0,367251.0,78145.0,381553.0,352621.0,408215.0,88888.0
2022-07-31,376637.0,368034.0,78317.0,382349.0,353353.0,409007.0,89094.0
2022-08-01,376859.0,368352.0,78370.0,382625.0,353629.0,409192.0,89198.0
2022-08-02,378259.0,369751.0,78660.0,384017.0,354998.0,410764.0,89600.0
2022-08-03,379197.0,370733.0,78814.0,385037.0,355991.0,411831.0,89891.0
2022-08-04,380013.0,371629.0,79063.0,385912.0,356813.0,412752.0,90161.0
2022-08-05,380832.0,372397.0,79231.0,386693.0,357596.0,413599.0,90371.0
2022-08-06,381575.0,373137.0,79405.0,387395.0,358271.0,414408.0,90597.0
2022-08-07,382103.0,373666.0,79517.0,387906.0,358770.0,414950.0,90741.0
2022-08-08,382308.0,373863.0,79544.0,388064.0,358972.0,415131.0,90809.0
2022-08-09,383339.0,374793.0,79818.0,388916.0,359829.0,416194.0,91113.0
2022-08-10,384056.0,375424.0,79969.0,389542.0,360549.0,416966.0,91346.0
2022-08-11,384548.0,375991.0,80161.0,390019.0,361170.0,417619.0,91532.0
2022-08-12,385301.0,376519.0,80297.0,390509.0,361672.0,418185.0,91691.0
2022-08-13,385841.0,377034.0,80438.0,391045.0,362159.0,418725.0,91865.0
2022-08-14,386259.0,377495.0,80533.0,391470.0,362552.0,419157.0,91980.0
2022-08-15,386436.0,377687.0,80573.0,391677.0,362720.0,419304.0,92048.0
2022-08-16,386593.0,377827.0,80651.0,391841.0,362873.0,419420.0,92113.0
2022-08-17,387513.0,378714.0,80922.0,392656.0,363526.0,420430.0,92365.0
2022-08-18,388156.0,379290.0,81075.0,393229.0,364120.0,421103.0,92553.0
2022-08-19,388667.0,379854.0,81215.0,393674.0,364691.0,421700.0,92704.0
2022-08-20,389252.0,380414.0,81357.0,394132.0,365187.0,422270.0,92872.0
2022-08-21,389626.0,380841.0,81461.0,394534.0,365543.0,422705.0,92980.0
2022-08-22,389767.0,381019.0,81518.0,394685.0,365695.0,422815.0,93042.0
2022-08-23,390549.0,381909.0,81706.0,395358.0,366435.0,423645.0,93264.0
2022-08-24,391102.0,382510.0,81873.0,395836.0,366966.0,424256.0,93415.0
2022-08-25,391611.0,383098.0,82007.0,396255.0,367471.0,424786.0,93540.0
2022-08-26,392099.0,383626.0,82148.0,396628.0,367932.0,425254.0,93644.0
2022-08-27,392616.0,384139.0,82249.0,397083.0,368382.0,425733.0,93766.0
2022-08-28,392946.0,384609.0,82330.0,397448.0,368692.0,426109.0,93846.0
2022-08-29,393091.0,384775.0,82356.0,397570.0,368795.0,426191.0,93886.0
2022-08-30,393740.0,385540.0,82488.0,398207.0,369380.0,426921.0,94028.0
2022-08-31,394256.0,386079.0,82659.0,398689.0,369865.0,427420.0,94122.0
2022-09-01,394652.0,386595.0,82780.0,399157.0,370246.0,427905.0,94212.0
2022-09-02,395024.0,387001.0,82914.0,399568.0,370621.0,428334.0,94297.0
2022-09-03,395395.0,387435.0,83020.0,399909.0,370896.0,428748.0,94373.0
2022-09-04,395722.0,387734.0,83105.0,400189.0,371106.0,429066.0,94438.0
2022-09-05,395831.0,387834.0,83139.0,400293.0,371220.0,429147.0,94462.0
2022-09-06,396393.0,388444.0,83289.0,400809.0,371632.0,429774.0,94593.0
2022-09-07,396781.0,388834.0,83378.0,401185.0,372018.0,430192.0,94688.0
2022-09-08,397171.0,389258.0,83464.0,401570.0,372346.0,430627.0,94774.0
2022-09-09,397498.0,389468.0,83579.0,401911.0,372672.0,430969.0,94851.0
2022-09-10,397836.0,389882.0,83666.0,402243.0,372953.0,431320.0,94916.0
2022-09-11,398024.0,390141.0,83714.0,402476.0,373138.0,431559.0,94953.0
2022-09-12,398141.0,390285.0,83737.0,402583.0,373267.0,431654.0,94983.0
2022-09-13,398604.0,390895.0,83891.0,403076.0,373687.0,432264.0,95085.0
2022-09-14,398921.0,391385.0,84010.0,403479.0,374071.0,432742.0,95167.0
2022-09-15,399230.0,391792.0,84098.0,403881.0,374448.0,433256.0,95258.0
2022-09-16,399544.0,392324.0,84203.0,404273.0,374802.0,433740.0,95341.0
2022-09-17,399872.0,392817.0,84314.0,404663.0,375171.0,434199.0,95424.0
2022-09-18,400152.0,393233.0,84380.0,404984.0,375439.0,434504.0,95485.0
2022-09-19,400274.0,393393.0,84394.0,405094.0,375551.0,434614.0,95522.0
2022-09-20,400819.0,394182.0,84590.0,405749.0,376093.0,435296.0,95653.0
2022-09-21,401344.0,394812.0,84723.0,406300.0,376592.0,435878.0,95761.0
2022-09-22,401842.0,395525.0,84861.0,406814.0,377061.0,436537.0,95872.0
2022-09-23,402380.0,396220.0,85003.0,407383.0,377486.0,437166.0,95992.0
2022-09-24,402888.0,396943.0,85176.0,407931.0,377981.0,437852.0,96127.0
2022-09-25,403367.0,397565.0,85280.0,408423.0,378358.0,438335.0,96248.0
2022-09-26,403554.0,397820.0,85322.0,408583.0,378544.0,438459.0,96306.0
2022-09-27,404606.0,399220.0,85632.0,409609.0,379470.0,439750.0,96599.0
2022-09-28,405482.0,400271.0,85849.0,410514.0,380359.0,440689.0,96835.0
2022-09-29,406426.0,401407.0,86065.0,411315.0,381213.0,441712.0,97014.0
2022-09-30,407228.0,402393.0,86290.0,412167.0,381938.0,442698.0,97202.0
2022-10-01,408009.0,403359.0,86514.0,412950.0,382695.0,443659.0,97424.0
2022-10-02,408705.0,404189.0,86654.0,413607.0,383276.0,444372.0,97576.0
2022-10-03,408953.0,404433.0,86694.0,413812.0,383486.0,444552.0,97639.0
2022-10-04,410409.0,406133.0,87131.0,415168.0,384684.0,446237.0,97970.0
2022-10-05,411465.0,407437.0,87425.0,416302.0,385811.0,447448.0,98243.0
2022-10-06,412452.0,408692.0,87682.0,417351.0,386695.0,448531.0,98507.0
2022-10-07,413655.0,410028.0,87957.0,418463.0,387794.0,449768.0,98781.0
2022-10-08,414746.0,411235.0,88237.0,419455.0,388769.0,450916.0,99048.0
2022-10-09,415517.0,412210.0,88464.0,420313.0,389500.0,451752.0,99236.0
2022-10-10,415815.0,412465.0,88499.0,420535.0,389751.0,451952.0,99314.0
2022-10-11,417305.0,414224.0,88948.0,422103.0,391141.0,453654.0,99686.0
2022-10-12,418379.0,415415.0,89277.0,423208.0,392264.0,454869.0,99983.0
2022-10-13,419341.0,416578.0,89520.0,424336.0,393291.0,455971.0,100248.0
2022-10-14,420208.0,417569.0,89755.0,425293.0,394235.0,457022.0,100531.0
